Year,Round,College Code,College,Course,GM,1G,2AG,2BG,3AG,3BG,SCG,STG,GMH,1H,2AH,2BH,3AH,3BH,SCH,STH
2023,R2,E204,"E204 Bangalore Technological  Institute  Sarjapura Rd, Bangalore","CS Computers",53475,60406,61724,60681,54758,55245,110294,117007,,,,,,,,
2023,R2,E205,"E205 ATME College of Engineering  Varun  hobli,Mysore","CA CS (AI, Machine Learning)",44395,,52367,56795,51250,45172,103612,104540,,,,,,,,
2023,R2,E205,"E205 ATME College of Engineering  Varun  hobli,Mysore","CS Computers",37617,40404,42202,38762,38091,39527,71194,78025,,,,,,,,
2023,R2,E205,"E205 ATME College of Engineering  Varun  hobli,Mysore","DS Comp. Sc. Engg- Data Sc.",55889,57804,66677,63002,56112,61805,109133,129353,,,,,,,,
2023,R2,E206,"E206 Shri Madhwa Vadiraja Institute of Technology and Management  Udupi Dist","AD Artificial Intel, Data Sc",48656,62542,56506,111156,84892,56070,183861,,,,,,,,,
2023,R2,E206,"E206 Shri Madhwa Vadiraja Institute of Technology and Management  Udupi Dist","AI Artificial Intelligence",59724,65693,72936,74954,75293,63316,,,,,,,,,,
2023,R2,E206,"E206 Shri Madhwa Vadiraja Institute of Technology and Management  Udupi Dist","CS Computers",35975,49129,45033,59059,70895,46984,156934,117313,,,,,,,,
2023,R2,E209,"E209 Jyothi Institute of Technology  Bangalore","AI Artificial Intelligence",42548,49225,54577,,44354,44053,148031,191238,,,,,,,,
2023,R2,E209,"E209 Jyothi Institute of Technology  Bangalore","CS Computers",34377,44797,47962,46997,35747,37292,107844,109472,,,,,,,,
2023,R2,E209,"E209 Jyothi Institute of Technology  Bangalore","IE Info.Science",39168,45749,52257,75004,41396,45404,141829,180758,,,,,,,,
2023,R2,E211,"E211 Jain Institute of Technology  Cross,Davanagere","CS Computers",48487,54848,61918,56566,50234,49467,106984,92206,,,,,,,,
2023,R2,E212,"E212 Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore","AI Artificial Intelligence",15535,,22027,24554,16613,18903,65439,47117,,,,,,,,
2023,R2,E212,"E212 Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore","CD Computer Sc. and Design",23436,37336,31853,28140,25971,27230,99800,139817,,,,,,,,
2023,R2,E212,"E212 Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore","CF CS(Artificial Intel.)",19365,26234,23219,27107,20526,22835,66614,53024,,,,,,,,
2023,R2,E212,"E212 Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore","CS Computers",14466,18881,17138,26141,14905,15291,50989,50285,,,,,,,,
2023,R2,E212,"E212 Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore","CY CS- Cyber Security",21512,,25058,29337,22660,22930,77854,63722,,,,,,,,
2023,R2,E212,"E212 Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore","DS Comp. Sc. Engg- Data Sc.",19394,25908,22444,28951,21861,21771,81051,62491,,,,,,,,
2023,R2,E212,"E212 Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore","IC CS-IoT, Cyber Security",24370,30804,29757,27018,25263,26004,104788,179099,,,,,,,,
2023,R2,E212,"E212 Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore","IE Info.Science",17667,23259,20735,29851,18226,18053,73902,90971,,,,,,,,
2023,R2,E216,"E216 Shetty Institute of Technology  Gulbarga","CS Computers",59057,80124,75964,,,,94006,,,,,,,,,
2023,R2,E220,"E220 Alliance University  Bangalore","BW B Tech in CS",43936,60642,56473,61006,48589,48303,134766,175301,,,,,,,,
2023,R2,E222,"E222 Cambridge Institutute of Technology-North Campus  Devanahalli(TQ),Bangalore(R)","CS Computers",45600,59178,51286,53784,48527,47304,99699,125136,,,,,,,,
2023,R2,E222,"E222 Cambridge Institutute of Technology-North Campus  Devanahalli(TQ),Bangalore(R)","CY CS- Cyber Security",58815,62144,69316,75213,64175,62318,144418,143286,,,,,,,,
2023,R2,E232,"E232 Reva University  Bangalore","BW B Tech in CS",14440,20767,17694,20011,16024,16074,52779,52141,,,,,,,,
2023,R2,E235,"E235 M.S. Ramaiah University of Applied Sciences  Bangalore","BW B Tech in CS",12376,23136,18214,21588,14470,13595,58582,85328,,,,,,,,
2023,R2,E237,"E237 Presidency University  Yelahanka, Bangalore","BW B Tech in CS",35552,48281,46001,44327,37413,42391,112716,134399,,,,,,,,
2023,R2,E237,"E237 Presidency University  Yelahanka, Bangalore","DM B.TECH IN CS NW",45758,81891,71559,66715,48732,60285,122394,,,,,,,,,
2023,R2,E239,"E239 East West College of Engineering  Yelahanka New Town, Bangalore","CS Computers",42442,46930,50566,49864,42622,42772,99751,108044,,,,,,,,
2023,R2,E240,"E240 Dayananda Sagar University  Hosur Road, Bangalore","BW B Tech in CS",23442,31848,31063,34698,25700,24715,103541,114120,,,,,,,,
2023,R2,E241,"E241 KLE Technological University(Formerly BVBCET)  Dharward Dist","CF CS(Artificial Intel.)",7479,19107,10429,14321,8492,8367,33824,53014,,,,,,,,
2023,R2,E241,"E241 KLE Technological University(Formerly BVBCET)  Dharward Dist","CS Computers",4326,8816,6515,9580,7630,5389,23210,24650,,,,,,,,
2023,R2,E254,"E254 A J Institute Of Engineering And Technology  MANGALORE","AD Artificial Intel, Data Sc",56159,81313,61793,60456,59311,,147523,132612,,,,,,,,
2023,R2,E254,"E254 A J Institute Of Engineering And Technology  MANGALORE","CA CS (AI, Machine Learning)",50605,52732,54332,57173,,52600,143056,54331,,,,,,,,
2023,R2,E254,"E254 A J Institute Of Engineering And Technology  MANGALORE","CS Computers",38461,49021,43944,42112,40411,39729,103687,143235,,,,,,,,
2023,R2,E254,"E254 A J Institute Of Engineering And Technology  MANGALORE","IE Info.Science",46794,50856,49799,,61066,50422,150255,163373,,,,,,,,
2023,R2,E255,"E255 Gitam School Of Technology  BANGALORE RURAL DIST","CA CS (AI, Machine Learning)",53120,73688,65259,70845,57347,60012,147705,,,,,,,,,
2023,R2,E255,"E255 Gitam School Of Technology  BANGALORE RURAL DIST","CS Computers",45130,63156,54226,62607,46846,48474,106049,136209,,,,,,,,
2023,R2,E255,"E255 Gitam School Of Technology  BANGALORE RURAL DIST","CY CS- Cyber Security",59919,,65566,94013,,68398,151285,,,,,,,,,
2023,R2,E255,"E255 Gitam School Of Technology  BANGALORE RURAL DIST","DS Comp. Sc. Engg- Data Sc.",55817,74509,70217,91786,59145,60546,164936,,,,,,,,,
2023,R2,E257,"E257 CMR University  CHAGALATTI, BANGALORE","BW B Tech in CS",36031,48466,48354,42340,39407,40355,114284,156604,,,,,,,,
2023,R2,E257,"E257 CMR University  CHAGALATTI, BANGALORE","CA CS (AI, Machine Learning)",39184,60004,52276,54207,42928,45065,105431,197645,,,,,,,,
2023,R2,E258,"E258 Maharaja Institute of Technology  THANDAVAPURA, MYSORE","AD Artificial Intel, Data Sc",41606,48075,54378,50783,42166,49345,80717,111117,,,,,,,,
2023,R2,E258,"E258 Maharaja Institute of Technology  THANDAVAPURA, MYSORE","CA CS (AI, Machine Learning)",52385,76174,56258,55986,52997,52718,124049,98646,,,,,,,,
2023,R2,E258,"E258 Maharaja Institute of Technology  THANDAVAPURA, MYSORE","CS Computers",31816,38755,43051,38897,33641,34074,74027,94688,,,,,,,,
2023,R2,E265,"E265 Jain College of Engineering and Technology  Hubballi","AI Artificial Intelligence",51156,53246,70426,55768,64625,55842,151934,171914,,,,,,,,
2023,R2,E265,"E265 Jain College of Engineering and Technology  Hubballi","CS Computers",40084,50603,48115,43984,50509,42857,88771,97182,,,,,,,,
2023,R2,E269,"E269 Jain College of Engineering and Research  Udyambhag, Belgaum","CS Computers",39493,50701,43052,52102,45097,41789,96216,88666,,,,,,,,
2023,R2,E272,"E272 Government Engineering College  Talakal,Koppal","CS Computers",47728,,62783,59319,,52120,79167,61617,,,,,,,,
2023,R2,E274,"E274 Government Engineering College  Moselehosahalli,Hassan","CS Computers",49413,53386,61280,53682,49723,54083,73469,91098,,,,,,,,
2023,R2,E275,"E275 R V Institute of Technology and Management  JP Nagar, Bengaluru","CS Computers",8655,16443,11897,15876,9294,10308,42028,43778,,,,,,,,
2023,R2,E275,"E275 R V Institute of Technology and Management  JP Nagar, Bengaluru","IE Info.Science",10217,18493,13684,24705,11207,10687,54908,58817,,,,,,,,
2023,R2,E279,"E279 Visvesvaraya Technological University  Belgaum","CS Computers",24463,25785,33112,45445,30002,26923,51827,57988,,,,,,,,
2023,R2,E283,"E283 University of Mysore  Mysore","AD Artificial Intel, Data Sc",47226,77391,51081,52795,50872,47755,95526,83922,,,,,,,,
2023,R2,E283,"E283 University of Mysore  Mysore","AI Artificial Intelligence",41004,51017,56304,52123,49371,42753,88501,53638,,,,,,,,
2023,R2,E284,"E284 Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore","CS Computers",2700,4232,4541,9850,2765,2862,19448,10569,,,,,,,,
2023,R2,E285,"E285 R V University  Bangalore","BW B Tech in CS",8017,17871,15563,21402,9202,10395,53746,53528,,,,,,,,
2023,R2,E286,"E286 BGS College of Engineering and Technology  Mahalakshmipuram,Bangalore","AD Artificial Intel, Data Sc",40736,44286,50476,58607,41191,46230,129449,180320,,,,,,,,
2023,R2,E286,"E286 BGS College of Engineering and Technology  Mahalakshmipuram,Bangalore","AI Artificial Intelligence",38586,44804,47262,55969,40129,39703,120231,163058,,,,,,,,
2023,R2,E286,"E286 BGS College of Engineering and Technology  Mahalakshmipuram,Bangalore","CD Computer Sc. and Design",55613,57013,72271,,,61312,154126,199144,,,,,,,,
2023,R2,E286,"E286 BGS College of Engineering and Technology  Mahalakshmipuram,Bangalore","CS Computers",22707,39180,24351,29143,24107,22741,64545,53929,,,,,,,,
2023,R2,E286,"E286 BGS College of Engineering and Technology  Mahalakshmipuram,Bangalore","IE Info.Science",28796,47767,38550,42241,28880,29099,137165,200370,,,,,,,,
2023,R2,E288,"E288 Garden City University  Bangalore","CS Computers",54114,62791,70104,62065,59055,60842,102547,102992,,,,,,,,
2023,R2,E289,"E289 Visvesvaraya Technological University - Regional Center  Rajapur,Kalburgi","CS Computers",35084,,46938,37758,,,71747,50881,,,,,,,,
2023,R2,E290,"E290 Visvesvaraya Technological University - Regional Center  Mysore","CS Computers",28344,35332,33311,30214,29189,29927,50868,47376,,,,,,,,
2023,R2,E292,"E292 Government Engineering College  Bidar","CS Computers",42929,,67133,,72800,,62979,78887,,,,,,,,
2023,R3,E001,"E001 University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV. )","AI Artificial Intelligence",6935,10087,9302,12213,7188,7791,26148,24190,,,,,,,,
2023,R3,E001,"E001 University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV. )","CS Computers",4344,5809,5835,7166,4749,4889,20990,15475,,,,,,,,
2023,R3,E001,"E001 University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV. )","IE Info.Science",5695,8789,7228,8098,5783,5808,24284,24799,,,,,,,,
2023,R3,E002,"E002 S K S J T Institute of Engineering.  Bangalore","CS Computers",23163,24899,28336,,23794,25299,32790,34511,,,,,,,,
2023,R3,E004,"E004 Dr. Ambedkar Institute Of Technology  Bangalore","CS Computers",10609,10667,12279,14601,12629,11363,26488,25706,,,,,,,,
2023,R3,E005,"E005 R. V. College of Engineering  Bangalore","AI Artificial Intelligence",1143,3358,2269,1169,1213,1468,11742,11268,,,,,,,,
2023,R3,E005,"E005 R. V. College of Engineering  Bangalore","CS Computers",360,749,1092,1100,397,544,6380,7132,,,,,,,,
2023,R3,E005,"E005 R. V. College of Engineering  Bangalore","CY CS- Cyber Security",1339,,2593,2508,1954,1384,12957,8463,,,,,,,,
2023,R3,E005,"E005 R. V. College of Engineering  Bangalore","DS Comp. Sc. Engg- Data Sc.",899,2027,1779,2221,1382,1029,10583,17030,,,,,,,,
2023,R3,E005,"E005 R. V. College of Engineering  Bangalore","IE Info.Science",663,1402,1657,1628,723,947,8590,14359,,,,,,,,
2023,R3,E006,"E006 M S Ramaiah Institute of Technology  Bangalore","AD Artificial Intel, Data Sc",4594,7698,4955,9240,4801,5541,25771,14563,,,,,,,,
2023,R3,E006,"E006 M S Ramaiah Institute of Technology  Bangalore","AI Artificial Intelligence",4178,,5872,,4368,,24283,30605,,,,,,,,
2023,R3,E006,"E006 M S Ramaiah Institute of Technology  Bangalore","CA CS (AI, Machine Learning)",3342,5890,5732,3675,3764,3830,27597,27833,,,,,,,,
2023,R3,E006,"E006 M S Ramaiah Institute of Technology  Bangalore","CS Computers",1859,3085,2877,3412,2479,2128,12563,13465,,,,,,,,
2023,R3,E006,"E006 M S Ramaiah Institute of Technology  Bangalore","CY CS- Cyber Security",4810,5448,5286,5571,5487,6464,28789,,,,,,,,,
2023,R3,E006,"E006 M S Ramaiah Institute of Technology  Bangalore","IE Info.Science",2634,4148,3804,7184,2797,2808,18790,19085,,,,,,,,
2023,R3,E007,"E007 Dayananda Sagar College of Engineering  Bangalore","AI Artificial Intelligence",5840,6889,7868,10047,6671,,30413,35218,,,,,,,,
2023,R3,E007,"E007 Dayananda Sagar College of Engineering  Bangalore","CD Computer Sc. and Design",11288,12185,14337,13396,15564,11643,57878,64517,,,,,,,,
2023,R3,E007,"E007 Dayananda Sagar College of Engineering  Bangalore","CS Computers",4424,7081,6434,7819,5047,6098,23711,17034,,,,,,,,
2023,R3,E007,"E007 Dayananda Sagar College of Engineering  Bangalore","CY CS- Cyber Security",8195,10306,9575,11825,8509,9986,28870,10880,,,,,,,,
2023,R3,E007,"E007 Dayananda Sagar College of Engineering  Bangalore","DS Comp. Sc. Engg- Data Sc.",7360,8935,10975,10709,7486,9582,39173,38403,,,,,,,,
2023,R3,E007,"E007 Dayananda Sagar College of Engineering  Bangalore","IC CS-IoT, Cyber Security",10560,13387,13363,12789,12020,10689,45334,44487,,,,,,,,
2023,R3,E007,"E007 Dayananda Sagar College of Engineering  Bangalore","IE Info.Science",6665,8972,9383,10482,6875,8574,29150,31642,,,,,,,,
2023,R3,E007,"E007 Dayananda Sagar College of Engineering  Bangalore","RI Robotics and AI",15790,23418,29348,31687,18390,16860,63732,80209,,,,,,,,
2023,R3,E008,"E008 Bangalore Institute of Technology  Bangalore","AI Artificial Intelligence",8627,,9468,,9959,9117,38381,43873,,,,,,,,
2023,R3,E008,"E008 Bangalore Institute of Technology  Bangalore","CS Computers",6708,8862,10449,10142,7311,7483,30194,28628,,,,,,,,
2023,R3,E008,"E008 Bangalore Institute of Technology  Bangalore","DS Comp. Sc. Engg- Data Sc.",10325,10587,14240,13199,11016,12567,36358,,,,,,,,,
2023,R3,E008,"E008 Bangalore Institute of Technology  Bangalore","IC CS-IoT, Cyber Security",13217,15140,17214,14890,16644,14188,62526,120714,,,,,,,,
2023,R3,E008,"E008 Bangalore Institute of Technology  Bangalore","IE Info.Science",9132,9404,12535,9976,9309,9386,44407,40080,,,,,,,,
2023,R3,E008,"E008 Bangalore Institute of Technology  Bangalore","RI Robotics and AI",21426,27073,31112,32642,21655,26888,65304,199258,,,,,,,,
2023,R3,E009,"E009 P E S University (Ring Road Campus)  Bangalore","BW B Tech in CS",1643,3396,4139,5373,1903,2367,18065,18416,,,,,,,,
2023,R3,E011,"E011 M V J College of Engineering  Bangalore","AI Artificial Intelligence",27539,31618,31751,,,28238,74160,58707,,,,,,,,
2023,R3,E011,"E011 M V J College of Engineering  Bangalore","CD Computer Sc. and Design",38092,74166,56152,,39224,43938,98777,194619,,,,,,,,
2023,R3,E011,"E011 M V J College of Engineering  Bangalore","CS Computers",21787,28172,27155,29143,24497,23089,54080,53374,,,,,,,,
2023,R3,E011,"E011 M V J College of Engineering  Bangalore","DS Comp. Sc. Engg- Data Sc.",28780,31291,35796,35106,33323,29373,81544,127011,,,,,,,,
2023,R3,E011,"E011 M V J College of Engineering  Bangalore","IE Info.Science",26640,30995,30965,,27971,27882,77260,83374,,,,,,,,
2023,R3,E012,"E012 Sir M.Visveswaraya Institute of Technology  Hunasemaranahalli,Bangalore,","AI Artificial Intelligence",16922,21699,22896,28584,16996,20071,45684,37779,,,,,,,,
2023,R3,E012,"E012 Sir M.Visveswaraya Institute of Technology  Hunasemaranahalli,Bangalore,","CS Computers",13629,14995,14832,17299,14017,15065,37542,35529,,,,,,,,
2023,R3,E012,"E012 Sir M.Visveswaraya Institute of Technology  Hunasemaranahalli,Bangalore,","IC CS-IoT, Cyber Security",22976,25908,27182,29965,24008,29053,77316,31776,,,,,,,,
2023,R3,E012,"E012 Sir M.Visveswaraya Institute of Technology  Hunasemaranahalli,Bangalore,","IE Info.Science",16682,,18861,26461,16978,17521,51082,64874,,,,,,,,
2023,R3,E014,"E014 S J C Institute of Technology  Chickballapur","AD Artificial Intel, Data Sc",45074,48304,58030,53373,50884,54679,78794,89079,,,,,,,,
2023,R3,E014,"E014 S J C Institute of Technology  Chickballapur","CA CS (AI, Machine Learning)",44510,52060,68580,47205,48071,44874,85330,,,,,,,,,
2023,R3,E014,"E014 S J C Institute of Technology  Chickballapur","CS Computers",29701,57507,38527,32168,31693,37933,67573,53283,,,,,,,,
2023,R3,E014,"E014 S J C Institute of Technology  Chickballapur","IE Info.Science",41686,,48543,53882,,46630,106157,118841,,,,,,,,
2023,R3,E016,"E016 Siddaganga Institute of Technology  Tumkur","AD Artificial Intel, Data Sc",11265,22999,12672,15231,13425,11606,32495,,,,,,,,,
2023,R3,E016,"E016 Siddaganga Institute of Technology  Tumkur","CA CS (AI, Machine Learning)",10658,16482,11402,25555,11990,10829,30445,38933,,,,,,,,
2023,R3,E016,"E016 Siddaganga Institute of Technology  Tumkur","CS Computers",5821,7731,8986,12796,6911,6896,24932,19391,,,,,,,,
2023,R3,E016,"E016 Siddaganga Institute of Technology  Tumkur","IE Info.Science",8952,13737,10977,15324,9295,9149,32798,36457,,,,,,,,
2023,R3,E017,"E017 Sri Siddartha Institute of Technology  Tumkur","AI Artificial Intelligence",36010,,49050,45626,,38658,108399,67112,,,,,,,,
2023,R3,E017,"E017 Sri Siddartha Institute of Technology  Tumkur","CS Computers",28545,37838,36415,30670,29600,34131,64502,60180,,,,,,,,
2023,R3,E017,"E017 Sri Siddartha Institute of Technology  Tumkur","CY CS- Cyber Security",57457,70676,58147,74187,65470,60677,151597,106640,,,,,,,,
2023,R3,E017,"E017 Sri Siddartha Institute of Technology  Tumkur","DS Comp. Sc. Engg- Data Sc.",49162,150235,58955,,,57346,103622,105007,,,,,,,,
2023,R3,E017,"E017 Sri Siddartha Institute of Technology  Tumkur","IE Info.Science",36695,52817,54470,50948,44771,38876,74804,112890,,,,,,,,
2023,R3,E018,"E018 Kalpatharu Institute of Technology  Tiptur","CS Computers",58372,70617,80958,65638,76962,62052,114727,143895,,,,,,,,
2023,R3,E021,"E021 Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore","CS Computers",2077,6018,4541,7950,2239,2862,10528,5174,,,,,,,,
2023,R3,E028,"E028 Tontadarya College of Engineering  Gadag","CS Computers",55223,58554,75964,67129,76780,65015,101729,117520,,,,,,,,
2023,R3,E031,"E031 Basaveshwara Engineering College  Bagalkot","CS Computers",16243,24852,18918,26035,17619,17577,40925,40849,,,,,,,,
2023,R3,E034,"E034 Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad","AI Artificial Intelligence",15056,24319,16107,17134,20686,15671,50697,50202,,,,,,,,
2023,R3,E034,"E034 Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad","CS Computers",12241,13322,14166,,13294,13568,37632,29011,,,,,,,,
2023,R3,E034,"E034 Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad","IE Info.Science",14026,,15588,19495,17292,14527,46115,51677,,,,,,,,
2023,R3,E036,"E036 KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum","CF CS(Artificial Intel.)",19844,36988,29488,,35493,22954,99343,69378,,,,,,,,
2023,R3,E036,"E036 KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum","CS Computers",17632,18094,21374,24323,22510,19990,52588,59581,,,,,,,,
2023,R3,E037,"E037 K.L.S. Gogte Institute of Technology  Belgaum","CS Computers",10633,16170,12919,20323,13528,11186,37794,31101,,,,,,,,
2023,R3,E037,"E037 K.L.S. Gogte Institute of Technology  Belgaum","IE Info.Science",15910,25250,18060,21253,17625,16546,63124,65241,,,,,,,,
2023,R3,E038,"E038 B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur","CA CS (AI, Machine Learning)",43100,65179,50065,64197,,48350,68973,116785,,,,,,,,
2023,R3,E038,"E038 B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur","CS Computers",30796,43056,36698,35323,50939,33693,56677,73164,,,,,,,,
2023,R3,E038,"E038 B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur","DS Comp. Sc. Engg- Data Sc.",58849,88780,66479,59303,64198,,97197,196506,,,,,,,,
2023,R3,E038,"E038 B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur","IE Info.Science",40401,52853,48181,58276,61441,43813,88520,,,,,,,,,
2023,R3,E040,"E040 Hira Sugar Institute of Technology  Belagavi District,","CS Computers",53523,,77541,83866,58643,55702,114358,145073,,,,,,,,
2023,R3,E043,"E043 Gurunanak Dev Engineering College  Bidar","CS Computers",38748,,62046,,47945,50776,56188,41200,,,,,,,,
2023,R3,E044,"E044 Bheemanna Khandre Institute of Technology  Bhalki","CS Computers",52140,64758,72392,,,,79381,,,,,,,,,
2023,R3,E045,"E045 Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari","CS Computers",46198,50270,55375,56278,62828,,76846,65001,,,,,,,,
2023,R3,E047,"E047 Malnad College of Engineering  Hassan","CA CS (AI, Machine Learning)",26383,43588,32177,,32839,,96264,128098,,,,,,,,
2023,R3,E047,"E047 Malnad College of Engineering  Hassan","CS Computers",18287,22595,25708,28658,19557,22067,45848,56293,,,,,,,,
2023,R3,E047,"E047 Malnad College of Engineering  Hassan","IE Info.Science",25968,29761,32011,27098,27781,28121,71344,90222,,,,,,,,
2023,R3,E048,"E048 B M S College of Engineering  Basavanagudi,Bangalore","AD Artificial Intel, Data Sc",2911,4149,4037,,,5324,26412,32060,,,,,,,,
2023,R3,E048,"E048 B M S College of Engineering  Basavanagudi,Bangalore","AI Artificial Intelligence",3607,6321,5072,7912,3742,4209,26254,32443,,,,,,,,
2023,R3,E048,"E048 B M S College of Engineering  Basavanagudi,Bangalore","CS Computers",1037,2623,2953,3860,1594,1977,13450,14210,,,,,,,,
2023,R3,E048,"E048 B M S College of Engineering  Basavanagudi,Bangalore","DS Comp. Sc. Engg- Data Sc.",2153,,4416,5602,2538,3433,28717,25839,,,,,,,,
2023,R3,E048,"E048 B M S College of Engineering  Basavanagudi,Bangalore","IC CS-IoT, Cyber Security",3885,,5796,,7237,6667,31831,45241,,,,,,,,
2023,R3,E048,"E048 B M S College of Engineering  Basavanagudi,Bangalore","IE Info.Science",2034,3939,4335,6438,2301,2792,22204,24825,,,,,,,,
2023,R3,E049,"E049 Basaveshwara Engineering College  Bagalkot","AI Artificial Intelligence",30048,48697,34555,36382,39222,33499,86932,92976,,,,,,,,
2023,R3,E049,"E049 Basaveshwara Engineering College  Bagalkot","CS Computers",21205,,29381,26564,,,58303,46564,,,,,,,,
2023,R3,E049,"E049 Basaveshwara Engineering College  Bagalkot","IE Info.Science",29843,40452,33331,30906,34488,31131,95045,90403,,,,,,,,
2023,R3,E057,"E057 JSS Science and Technology University(Formerly SJCE)  Mysore","CS Computers",3525,7101,6844,10198,4097,4714,19827,25402,,,,,,,,
2023,R3,E057,"E057 JSS Science and Technology University(Formerly SJCE)  Mysore","IE Info.Science",4283,7403,7011,10421,4556,5200,23940,24693,,,,,,,,
2023,R3,E058,"E058 P E S College of Engineering  Mandya","CA CS (AI, Machine Learning)",26650,46138,29180,28959,26928,27291,65323,123988,,,,,,,,
2023,R3,E058,"E058 P E S College of Engineering  Mandya","CS Computers",17729,28223,22319,28392,19273,19666,46829,39832,,,,,,,,
2023,R3,E058,"E058 P E S College of Engineering  Mandya","DS Comp. Sc. Engg- Data Sc.",30932,40404,35679,32544,32354,34721,76926,108218,,,,,,,,
2023,R3,E058,"E058 P E S College of Engineering  Mandya","IE Info.Science",23854,30683,25989,33333,23882,24267,59913,60667,,,,,,,,
2023,R3,E059,"E059 P D A College of Engineering  Gulbarga","AI Artificial Intelligence",31385,,55896,32401,,,55810,116759,,,,,,,,
2023,R3,E059,"E059 P D A College of Engineering  Gulbarga","CD Computer Sc. and Design",50981,,58097,,120945,,76258,100345,,,,,,,,
2023,R3,E059,"E059 P D A College of Engineering  Gulbarga","CS Computers",26287,27438,33733,31180,40753,27958,42525,48332,,,,,,,,
2023,R3,E059,"E059 P D A College of Engineering  Gulbarga","IE Info.Science",43501,71662,49020,,,,80105,,,,,,,,,
2023,R3,E060,"E060 Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore","AI Artificial Intelligence",18685,20710,21923,,19924,21217,47390,55009,,,,,,,,
2023,R3,E060,"E060 Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore","CS Computers",14803,15533,18720,26444,14926,15416,35430,33953,,,,,,,,
2023,R3,E060,"E060 Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore","IE Info.Science",16568,,19119,21014,18366,17696,41594,45406,,,,,,,,
2023,R3,E061,"E061 University B.D.T. college of Engineering  Davangere","CS Computers",19330,23587,21570,23213,26597,19751,37460,44711,,,,,,,,
2023,R3,E062,"E062 Bapuji Institute of Engineering and Technology  Davangere","AI Artificial Intelligence",35248,50249,38761,54242,38484,39676,94195,70042,,,,,,,,
2023,R3,E062,"E062 Bapuji Institute of Engineering and Technology  Davangere","CD Computer Sc. and Design",50240,53359,58661,83692,107581,53799,150086,78818,,,,,,,,
2023,R3,E062,"E062 Bapuji Institute of Engineering and Technology  Davangere","CS Computers",21204,28891,28447,27974,22610,23495,60038,43863,,,,,,,,
2023,R3,E062,"E062 Bapuji Institute of Engineering and Technology  Davangere","DS Comp. Sc. Engg- Data Sc.",37344,58346,44812,38486,50585,40286,86444,74519,,,,,,,,
2023,R3,E062,"E062 Bapuji Institute of Engineering and Technology  Davangere","IE Info.Science",29927,42858,35544,32549,36299,32135,109803,65085,,,,,,,,
2023,R3,E064,"E064 Adhichunchanagiri Institute of Technology  Chickmagalur","AI Artificial Intelligence",48131,,65574,62360,53661,49577,156485,146180,,,,,,,,
2023,R3,E064,"E064 Adhichunchanagiri Institute of Technology  Chickmagalur","CS Computers",32080,44010,54495,35440,32263,33102,83762,80097,,,,,,,,
2023,R3,E064,"E064 Adhichunchanagiri Institute of Technology  Chickmagalur","DS Comp. Sc. Engg- Data Sc.",56669,81271,75564,,61000,58179,156045,105565,,,,,,,,
2023,R3,E064,"E064 Adhichunchanagiri Institute of Technology  Chickmagalur","IE Info.Science",40444,,64162,,,43481,98261,133078,,,,,,,,
2023,R3,E065,"E065 Jawaharlal Nehru National College of Engineering  Shimoga","AI Artificial Intelligence",35513,35976,39008,39054,,39484,74371,61552,,,,,,,,
2023,R3,E065,"E065 Jawaharlal Nehru National College of Engineering  Shimoga","CS Computers",21576,24401,26667,21797,29270,24071,55715,69012,,,,,,,,
2023,R3,E065,"E065 Jawaharlal Nehru National College of Engineering  Shimoga","DS Comp. Sc. Engg- Data Sc.",40881,46317,46367,51830,,,111499,126322,,,,,,,,
2023,R3,E065,"E065 Jawaharlal Nehru National College of Engineering  Shimoga","IE Info.Science",31176,50221,37895,40924,38510,37944,93639,128275,,,,,,,,
