Year,Round,College Code,College,Course,GM,1G,2AG,2BG,3AG,3BG,SCG,STG,GMH,1H,2AH,2BH,3AH,3BH,SCH,STH
2023,R3,E071,"E071 Vidya Vardhaka College of Engineering  Mysuru","CA CS (AI, Machine Learning)",17912,23545,21085,22129,19161,19514,51623,69321,,,,,,,,
2023,R3,E071,"E071 Vidya Vardhaka College of Engineering  Mysuru","CS Computers",12126,17757,14172,20952,13247,13406,40863,36437,,,,,,,,
2023,R3,E071,"E071 Vidya Vardhaka College of Engineering  Mysuru","IE Info.Science",16543,23560,19700,28845,17935,17462,52687,50854,,,,,,,,
2023,R3,E075,"E075 Ballari Institute of Technology and Management  Near Allipur Bellary","AI Artificial Intelligence",41790,53166,53819,51957,59109,59895,79999,81150,,,,,,,,
2023,R3,E075,"E075 Ballari Institute of Technology and Management  Near Allipur Bellary","CF CS(Artificial Intel.)",51135,,67888,59918,64594,58612,86943,111924,,,,,,,,
2023,R3,E075,"E075 Ballari Institute of Technology and Management  Near Allipur Bellary","CS Computers",21520,38638,24018,,33913,31680,40628,43374,,,,,,,,
2023,R3,E075,"E075 Ballari Institute of Technology and Management  Near Allipur Bellary","DS Comp. Sc. Engg- Data Sc.",47519,,66125,64751,67556,49634,144552,83213,,,,,,,,
2023,R3,E076,"E076 Proudadevaraya Institute of Technology  Indiranagar Hospet, Ballari DT","CS Computers",54832,,92139,91550,,93146,151422,111090,,,,,,,,
2023,R3,E077,"E077 Vidya Vikas Institute of Engineering and Technology  Mysuru","CS Computers",34127,36927,41090,,35667,37935,63818,77347,,,,,,,,
2023,R3,E077,"E077 Vidya Vikas Institute of Engineering and Technology  Mysuru","IE Info.Science",42428,65382,60744,51954,43254,43623,91275,124326,,,,,,,,
2023,R3,E078,"E078 The Oxford College of Engineering  Bangalore","AI Artificial Intelligence",34827,,41107,,41677,38458,88328,138331,,,,,,,,
2023,R3,E078,"E078 The Oxford College of Engineering  Bangalore","CS Computers",28057,32615,33321,31904,28840,30956,69599,90168,,,,,,,,
2023,R3,E078,"E078 The Oxford College of Engineering  Bangalore","IE Info.Science",36623,47767,39313,39441,40851,,103514,127542,,,,,,,,
2023,R3,E079,"E079 Acharya Institute of Technology  Bangalore","AI Artificial Intelligence",25539,27091,28933,31266,25644,26104,66419,84828,,,,,,,,
2023,R3,E079,"E079 Acharya Institute of Technology  Bangalore","CS Computers",17678,24281,21015,26621,18190,18225,53339,43683,,,,,,,,
2023,R3,E079,"E079 Acharya Institute of Technology  Bangalore","DS Comp. Sc. Engg- Data Sc.",25304,29661,29625,28016,25305,26991,75343,68282,,,,,,,,
2023,R3,E079,"E079 Acharya Institute of Technology  Bangalore","IE Info.Science",22099,26443,26370,29376,23797,23654,66771,74824,,,,,,,,
2023,R3,E082,"E082 J S S Academy of Technical Education  Bangalore","CA CS (AI, Machine Learning)",19356,26400,22906,29896,19812,19365,77693,122699,,,,,,,,
2023,R3,E082,"E082 J S S Academy of Technical Education  Bangalore","CS Computers",13726,17974,18786,21055,15303,15412,50893,47028,,,,,,,,
2023,R3,E082,"E082 J S S Academy of Technical Education  Bangalore","IE Info.Science",18014,21837,22619,30438,18747,18846,66982,84597,,,,,,,,
2023,R3,E082,"E082 J S S Academy of Technical Education  Bangalore","RA Robotics and Automation",41190,,49524,,,,76337,,,,,,,,,
2023,R3,E083,"E083 H.K.B.K.College of Engineering  Bangalore","AI Artificial Intelligence",55482,65672,70988,,56295,,113417,120347,,,,,,,,
2023,R3,E083,"E083 H.K.B.K.College of Engineering  Bangalore","CS Computers",44217,48508,52694,47674,48527,47876,86036,119406,,,,,,,,
2023,R3,E083,"E083 H.K.B.K.College of Engineering  Bangalore","IE Info.Science",59113,61370,68811,68451,60046,60507,120494,136546,,,,,,,,
2023,R3,E085,"E085 APS College of Engineering  Somanahalli, Bangalore","CS Computers",54347,56504,65827,,,59595,,96664,,,,,,,,
2023,R3,E086,"E086 Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Anekal,Bangalore","CS Computers",55180,64117,62753,55838,55414,60842,101289,108897,,,,,,,,
2023,R3,E087,"E087 Vivekananada Institute of Technology  Bangalore","CS Computers",50634,54243,59624,,52355,53051,85136,95003,,,,,,,,
2023,R3,E091,"E091 K S Institute of Technology  Bangalore","AI Artificial Intelligence",34578,45707,46462,37015,35965,47736,79351,138418,,,,,,,,
2023,R3,E091,"E091 K S Institute of Technology  Bangalore","CD Computer Sc. and Design",42637,73228,58093,64714,46898,42878,152000,,,,,,,,,
2023,R3,E091,"E091 K S Institute of Technology  Bangalore","CS Computers",30062,40594,37898,41400,31646,32408,83743,102384,,,,,,,,
2023,R3,E091,"E091 K S Institute of Technology  Bangalore","IC CS-IoT, Cyber Security",53997,84370,60217,96461,56035,54516,149359,,,,,,,,,
2023,R3,E092,"E092 Vemana Institute of Technology  Bangalore","AI Artificial Intelligence",55065,55082,60971,58901,56494,56666,122105,136027,,,,,,,,
2023,R3,E092,"E092 Vemana Institute of Technology  Bangalore","CS Computers",40856,,52272,42205,41120,53561,94241,78236,,,,,,,,
2023,R3,E092,"E092 Vemana Institute of Technology  Bangalore","IE Info.Science",52739,71571,64007,66646,55849,60815,133032,174879,,,,,,,,
2023,R3,E095,"E095 AMC Engineering College  Bangalore","AI Artificial Intelligence",38690,39268,46024,48863,44830,46079,77682,92679,,,,,,,,
2023,R3,E095,"E095 AMC Engineering College  Bangalore","CA CS (AI, Machine Learning)",46895,54424,62207,50565,51086,51307,123462,188932,,,,,,,,
2023,R3,E095,"E095 AMC Engineering College  Bangalore","CS Computers",32991,36774,40896,38142,35009,37292,73081,67637,,,,,,,,
2023,R3,E095,"E095 AMC Engineering College  Bangalore","DS Comp. Sc. Engg- Data Sc.",51776,58715,56894,58606,53754,54675,128796,127134,,,,,,,,
2023,R3,E095,"E095 AMC Engineering College  Bangalore","IE Info.Science",41700,42472,49765,48367,42942,43437,127347,146533,,,,,,,,
2023,R3,E096,"E096 East Point College of Engineering and Technology  Bangalore","AD Artificial Intel, Data Sc",45484,57108,51188,53275,51189,48441,78202,77715,,,,,,,,
2023,R3,E096,"E096 East Point College of Engineering and Technology  Bangalore","CA CS (AI, Machine Learning)",47700,60016,51071,55663,48782,60725,88762,111823,,,,,,,,
2023,R3,E096,"E096 East Point College of Engineering and Technology  Bangalore","CS Computers",37342,43267,44278,37596,40219,40862,64337,86694,,,,,,,,
2023,R3,E096,"E096 East Point College of Engineering and Technology  Bangalore","IE Info.Science",51620,58320,58886,56218,52284,55176,117142,190355,,,,,,,,
2023,R3,E097,"E097 C M R Institute of Technology  Bangalore","AD Artificial Intel, Data Sc",20653,21730,23863,29794,21414,23329,61175,82393,,,,,,,,
2023,R3,E097,"E097 C M R Institute of Technology  Bangalore","AI Artificial Intelligence",20766,25691,23666,28225,,21381,51951,73768,,,,,,,,
2023,R3,E097,"E097 C M R Institute of Technology  Bangalore","CA CS (AI, Machine Learning)",18213,21238,22134,28180,18817,18843,45416,59362,,,,,,,,
2023,R3,E097,"E097 C M R Institute of Technology  Bangalore","CS Computers",13866,14970,15957,18350,14841,15478,40015,43388,,,,,,,,
2023,R3,E097,"E097 C M R Institute of Technology  Bangalore","DS Comp. Sc. Engg- Data Sc.",20411,24480,26781,23471,21153,,58898,78089,,,,,,,,
2023,R3,E097,"E097 C M R Institute of Technology  Bangalore","IE Info.Science",17583,23635,20817,26517,17882,18663,57962,73440,,,,,,,,
2023,R3,E098,"E098 Atria Institute of Technology  Bangalore","AI Artificial Intelligence",32111,32297,40805,38195,34999,40508,93931,105315,,,,,,,,
2023,R3,E098,"E098 Atria Institute of Technology  Bangalore","CD Computer Sc. and Design",58617,68727,71562,59682,65079,73026,144959,177213,,,,,,,,
2023,R3,E098,"E098 Atria Institute of Technology  Bangalore","CS Computers",28445,37571,38240,29872,29769,29687,80728,72369,,,,,,,,
2023,R3,E098,"E098 Atria Institute of Technology  Bangalore","DS Comp. Sc. Engg- Data Sc.",38066,48466,39303,41283,40854,45149,98905,119087,,,,,,,,
2023,R3,E098,"E098 Atria Institute of Technology  Bangalore","IE Info.Science",38535,47974,41917,41561,39564,41158,109636,182309,,,,,,,,
2023,R3,E099,"E099 New Horizon College of Engineering  Bangalore","AI Artificial Intelligence",15820,17907,17689,24523,17379,18903,57915,74655,,,,,,,,
2023,R3,E099,"E099 New Horizon College of Engineering  Bangalore","CS Computers",9034,15067,13035,19332,10607,11085,39418,37232,,,,,,,,
2023,R3,E099,"E099 New Horizon College of Engineering  Bangalore","DS Comp. Sc. Engg- Data Sc.",17539,19863,20438,22425,17748,18875,67414,72141,,,,,,,,
2023,R3,E099,"E099 New Horizon College of Engineering  Bangalore","IE Info.Science",12776,16429,15527,19465,14006,15600,52659,54621,,,,,,,,
2023,R3,E101,"E101 Channabasaveshwara Institute of Technology  Gubbi, Tumkur","CS Computers",39595,42969,47350,40918,47520,45929,99335,92516,,,,,,,,
2023,R3,E101,"E101 Channabasaveshwara Institute of Technology  Gubbi, Tumkur","IE Info.Science",51947,54680,54452,61647,,62408,131575,125786,,,,,,,,
2023,R3,E102,"E102 DONBOSCO Institute of Technology  Bangalore","AD Artificial Intel, Data Sc",40398,68273,57291,49806,44115,45065,86453,131093,,,,,,,,
2023,R3,E102,"E102 DONBOSCO Institute of Technology  Bangalore","CA CS (AI, Machine Learning)",48169,56590,54486,66164,50804,49947,125271,175906,,,,,,,,
2023,R3,E102,"E102 DONBOSCO Institute of Technology  Bangalore","CS Computers",30323,44587,36166,44997,31090,32699,81660,88274,,,,,,,,
2023,R3,E102,"E102 DONBOSCO Institute of Technology  Bangalore","IE Info.Science",42281,51576,51846,61169,43614,45373,119232,179837,,,,,,,,
2023,R3,E103,"E103 Global Academy of Technology  Bangalore","AD Artificial Intel, Data Sc",28111,,34602,41179,28299,28968,75882,,,,,,,,,
2023,R3,E103,"E103 Global Academy of Technology  Bangalore","AI Artificial Intelligence",25698,,28687,34842,27305,28691,89966,112888,,,,,,,,
2023,R3,E103,"E103 Global Academy of Technology  Bangalore","CA CS (AI, Machine Learning)",24856,29268,33482,40319,25494,28743,86499,122302,,,,,,,,
2023,R3,E103,"E103 Global Academy of Technology  Bangalore","CS Computers",20079,24289,24309,28216,20545,22344,58252,63937,,,,,,,,
2023,R3,E103,"E103 Global Academy of Technology  Bangalore","IE Info.Science",24542,38221,30313,39081,25925,28115,86723,111942,,,,,,,,
2023,R3,E104,"E104 Nagarjuna College of Engineering and Technology  Bangalore (R)","CS Computers",44954,51481,58870,58614,48710,50982,95405,95240,,,,,,,,
2023,R3,E104,"E104 Nagarjuna College of Engineering and Technology  Bangalore (R)","IE Info.Science",56606,,58115,77637,58427,57022,102552,98399,,,,,,,,
2023,R3,E105,"E105 Nitte Meenakshi Institutute of Technology  Bangalore","AD Artificial Intel, Data Sc",13937,16180,15288,18576,14136,,44093,,,,,,,,,
2023,R3,E105,"E105 Nitte Meenakshi Institutute of Technology  Bangalore","AI Artificial Intelligence",11384,15829,15637,15358,12540,13208,38837,35909,,,,,,,,
2023,R3,E105,"E105 Nitte Meenakshi Institutute of Technology  Bangalore","CS Computers",8854,11617,11798,15315,9540,9109,29566,31919,,,,,,,,
2023,R3,E105,"E105 Nitte Meenakshi Institutute of Technology  Bangalore","IE Info.Science",11525,14837,14579,18539,11975,12709,48420,51608,,,,,,,,
2023,R3,E106,"E106 East West Institute of Technology  Bangalore","AD Artificial Intel, Data Sc",56199,58784,60085,88827,56238,59894,140590,158404,,,,,,,,
2023,R3,E106,"E106 East West Institute of Technology  Bangalore","AI Artificial Intelligence",49606,59458,65064,77622,,50402,101115,150687,,,,,,,,
2023,R3,E106,"E106 East West Institute of Technology  Bangalore","CS Computers",39091,58139,42682,,40535,42461,93449,105942,,,,,,,,
2023,R3,E106,"E106 East West Institute of Technology  Bangalore","IE Info.Science",50511,66226,58168,73782,51777,50959,119037,150590,,,,,,,,
2023,R3,E107,"E107 B N M Institute of Technology  Bangalore","AI Artificial Intelligence",18029,20372,21540,25160,18994,18263,62475,100248,,,,,,,,
2023,R3,E107,"E107 B N M Institute of Technology  Bangalore","CS Computers",12005,14438,15225,13451,12210,13463,48891,43761,,,,,,,,
2023,R3,E107,"E107 B N M Institute of Technology  Bangalore","IE Info.Science",12646,15890,17013,24277,12873,13959,50555,61727,,,,,,,,
2023,R3,E108,"E108 Sapthagiri College of Engineering  Bangalore","CS Computers",24351,28438,31885,42099,25589,27300,60034,64154,,,,,,,,
2023,R3,E108,"E108 Sapthagiri College of Engineering  Bangalore","IE Info.Science",30640,42382,38208,40447,31157,,105584,114954,,,,,,,,
2023,R3,E111,"E111 Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore","CF CS(Artificial Intel.)",51579,81960,71611,,52132,69116,123175,74878,,,,,,,,
2023,R3,E111,"E111 Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore","CS Computers",40655,42059,53390,62006,42268,47786,96185,87602,,,,,,,,
2023,R3,E111,"E111 Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore","IE Info.Science",46747,63656,57341,59554,47359,51548,106087,163703,,,,,,,,
2023,R3,E112,"E112 Sri Krishna Institute of Technology  Bangalore","CS Computers",54854,,72187,71480,55673,60275,99762,128071,,,,,,,,
2023,R3,E114,"E114 G M Institute of Technology  Davanagere","AI Artificial Intelligence",50873,50926,61918,58742,,52641,143657,136791,,,,,,,,
2023,R3,E114,"E114 G M Institute of Technology  Davanagere","CS Computers",28267,32874,35889,33752,37671,29864,80251,54034,,,,,,,,
2023,R3,E114,"E114 G M Institute of Technology  Davanagere","IE Info.Science",34615,51614,42755,40409,39046,36396,110644,61585,,,,,,,,
2023,R3,E115,"E115 S J B Institute of Technology  Kengeri,Bangalore (ATNMS)","AI Artificial Intelligence",23954,29730,26387,32178,24732,,77750,125519,,,,,,,,
2023,R3,E115,"E115 S J B Institute of Technology  Kengeri,Bangalore (ATNMS)","CS Computers",16637,18960,20999,23748,17540,18034,55582,62660,,,,,,,,
2023,R3,E115,"E115 S J B Institute of Technology  Kengeri,Bangalore (ATNMS)","DS Comp. Sc. Engg- Data Sc.",24068,28867,31155,49080,,24425,84278,108848,,,,,,,,
2023,R3,E115,"E115 S J B Institute of Technology  Kengeri,Bangalore (ATNMS)","IE Info.Science",21849,23680,25340,33239,21947,22741,80708,89974,,,,,,,,
2023,R3,E118,"E118 RNS Institute of Technology  Bangalore","AD Artificial Intel, Data Sc",14901,21511,20105,,16274,15079,43141,55744,,,,,,,,
2023,R3,E118,"E118 RNS Institute of Technology  Bangalore","CA CS (AI, Machine Learning)",15172,19728,20488,28501,16675,17252,63752,95156,,,,,,,,
2023,R3,E118,"E118 RNS Institute of Technology  Bangalore","CS Computers",9112,12527,11783,18460,10594,10516,37140,38911,,,,,,,,
2023,R3,E118,"E118 RNS Institute of Technology  Bangalore","CY CS- Cyber Security",17697,21651,23265,33020,19701,19195,66264,82402,,,,,,,,
2023,R3,E118,"E118 RNS Institute of Technology  Bangalore","DS Comp. Sc. Engg- Data Sc.",16915,19921,23242,28128,19469,17993,73389,96809,,,,,,,,
2023,R3,E118,"E118 RNS Institute of Technology  Bangalore","IE Info.Science",12988,17241,16439,25425,13424,13613,52361,70096,,,,,,,,
2023,R3,E121,"E121 Vivekananada College of Engineering Technology  D K DIST","CS Computers",47144,66567,83605,,99430,84367,143696,65602,,,,,,,,
2023,R3,E123,"E123 Canara Engineering College Bantwal  DK DIST","AI Artificial Intelligence",54902,81496,77783,110278,60653,69177,172909,187665,,,,,,,,
2023,R3,E123,"E123 Canara Engineering College Bantwal  DK DIST","CS Computers",36979,39844,43315,45542,44268,42607,142302,134130,,,,,,,,
2023,R3,E123,"E123 Canara Engineering College Bantwal  DK DIST","IE Info.Science",49880,57778,60421,56020,56530,64713,198804,,,,,,,,,
2023,R3,E126,"E126 B M S Institute of Technology and Management  Yelahanka, Bangalore","AI Artificial Intelligence",11163,20998,16090,13202,12409,12350,48125,51968,,,,,,,,
2023,R3,E126,"E126 B M S Institute of Technology and Management  Yelahanka, Bangalore","CS Computers",6262,10028,7508,10873,7229,7983,31208,23817,,,,,,,,
2023,R3,E126,"E126 B M S Institute of Technology and Management  Yelahanka, Bangalore","IE Info.Science",9744,11728,12032,14631,10968,10461,46031,49500,,,,,,,,
2023,R3,E128,"E128 Sharnbasva University(Formerly Appa Inst. of Tech.)  Brahmpur, Kalaburagi","AD Artificial Intel, Data Sc",45677,,58183,60466,,,89754,,,,,,,,,
2023,R3,E128,"E128 Sharnbasva University(Formerly Appa Inst. of Tech.)  Brahmpur, Kalaburagi","BW B Tech in CS",33085,48721,40691,40540,,39703,76048,73042,,,,,,,,
2023,R3,E129,"E129 St. Joseph Engineering College  Mangalore","AI Artificial Intelligence",22514,34212,28265,,,29035,121617,111908,,,,,,,,
2023,R3,E129,"E129 St. Joseph Engineering College  Mangalore","CS Computers",16947,30341,29491,25163,27939,21286,84695,72022,,,,,,,,
2023,R3,E129,"E129 St. Joseph Engineering College  Mangalore","DS Comp. Sc. Engg- Data Sc.",23574,32922,30621,29565,,28324,145812,31971,,,,,,,,
2023,R3,E133,"E133 G S S S Institute of Engineering and Technology for Women  Mysore","AD Artificial Intel, Data Sc",29624,,32366,33755,30923,32472,66410,51858,,,,,,,,
2023,R3,E133,"E133 G S S S Institute of Engineering and Technology for Women  Mysore","CA CS (AI, Machine Learning)",28080,37236,32988,,,31970,68592,53845,,,,,,,,
2023,R3,E133,"E133 G S S S Institute of Engineering and Technology for Women  Mysore","CS Computers",20485,22031,27734,36487,20829,23958,51070,38941,,,,,,,,
2023,R3,E133,"E133 G S S S Institute of Engineering and Technology for Women  Mysore","IE Info.Science",23107,24306,27755,43104,23806,24973,64829,45345,,,,,,,,
2023,R3,E134,"E134 Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt.","CS Computers",41021,,42505,67600,99724,,98739,97689,,,,,,,,
2023,R3,E135,"E135 K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist","CA CS (AI, Machine Learning)",57606,91086,82585,62196,120190,58790,148141,,,,,,,,,
2023,R3,E135,"E135 K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist","CS Computers",33504,46034,44937,33878,37293,,97544,94420,,,,,,,,
2023,R3,E141,"E141 P E S University (Electronic City Campus)  Bangalore","BW B Tech in CS",5600,12470,9573,12313,7728,7888,39065,51698,,,,,,,,
2023,R3,E142,"E142 Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist.","AI Artificial Intelligence",51554,66487,69035,,,67277,138634,120901,,,,,,,,
2023,R3,E142,"E142 Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist.","CS Computers",35859,51278,57131,39931,38045,43344,92253,134841,,,,,,,,
2023,R3,E142,"E142 Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist.","IE Info.Science",44423,,65773,58128,45233,52513,151820,177216,,,,,,,,
2023,R3,E144,"E144 Srinivas Institute of Technology  Mangalore.","CS Computers",48219,50856,68013,57810,,78421,130208,89806,,,,,,,,
2023,R3,E144,"E144 Srinivas Institute of Technology  Mangalore.","IE Info.Science",58722,84874,77151,,,,140558,105545,,,,,,,,
2023,R3,E145,"E145 Rajarajeswari College of Engineering  Kumbalagodu,Bangalore","AI Artificial Intelligence",39840,,44392,43950,43281,46790,97996,85599,,,,,,,,
2023,R3,E145,"E145 Rajarajeswari College of Engineering  Kumbalagodu,Bangalore","CS Computers",33794,38152,42953,38284,35681,35601,68200,83453,,,,,,,,
2023,R3,E145,"E145 Rajarajeswari College of Engineering  Kumbalagodu,Bangalore","IC CS-IoT, Cyber Security",58607,,80428,62867,65769,,154500,,,,,,,,,
2023,R3,E145,"E145 Rajarajeswari College of Engineering  Kumbalagodu,Bangalore","IE Info.Science",40216,,43285,43459,40239,40451,92695,117373,,,,,,,,
